name,lat,lon,O+,A+,B+,AB+,O-,A-,B-,AB-,expiry_dates
Sarala Blood Bank ,17.556004,80.614396,6,4,4,6,4,2,2,6,"['2025-10-26', '2025-11-13']"
Singareni Collieries Co. Ltd,17.931207,80.82662,5,6,3,4,5,1,5,4,"['2025-11-04', '2025-11-09']"
Asha Emergency & Chest Hospital Blood Bank,17.24618,80.832243,2,3,3,1,4,5,2,5,"['2025-10-26', '2025-11-12']"
Singareni Collieries Co. Ltd,17.594134,80.322363,6,5,1,4,6,4,2,1,"['2025-10-31', '2025-11-17']"
Indian Red Cross Society ,16.233659,77.808136,4,3,6,6,2,2,2,4,"['2025-10-27', '2025-11-15']"
Government District Head Quarters Hospital Blood Bank,16.750213,77.991441,5,4,5,5,2,5,5,5,"['2025-11-02', '2025-11-12']"
Indian Red Cross Society Blood Bank,16.0,78.0011525,3,4,6,1,1,6,5,6,"['2025-11-08', '2025-11-11']"
IRCS & RCH-II  Blood Bank District Hospital Wanaparthy ,16.362312,78.062182,4,6,4,5,4,4,5,5,"['2025-10-31', '2025-11-19']"
SVS Medical College Hospital Blood Bank,0.0,0.0,4,2,4,5,6,6,4,5,"['2025-10-31', '2025-11-23']"
Maheshwara Medical College and Maheshwara Hospital Blood Bank,17.562407,78.20521,6,1,6,6,4,1,1,3,"['2025-10-31', '2025-11-18']"
Bharat Heavy Electricals Limited Hospital ,17.496713,78.305268,2,4,2,1,3,4,6,4,"['2025-11-07', '2025-11-12']"
The APVVP District Head Quarters Hospital,18.052936,78.261853,1,1,2,2,4,5,2,1,"['2025-10-30', '2025-11-09']"
M.N.R. Medical College Hospital,0.0,0.0,3,3,6,5,5,5,2,3,"['2025-10-27', '2025-11-13']"
Indian Red Cross Society,18.098842,78.84139,2,3,1,4,3,2,3,1,"['2025-11-08', '2025-11-14']"
Government District Head Quarter Hospital Nalgonda,17.055864,79.277882,1,5,6,3,3,6,5,2,"['2025-11-01', '2025-11-14']"
Jyothi Hospital Blood Bank,0.0,0.0,2,5,2,3,3,6,5,2,"['2025-11-03', '2025-11-18']"
Indian Red Cross Society,17.054925,79.273455,6,4,3,6,5,4,4,5,"['2025-11-01', '2025-11-09']"
Kamineni Institute of Medical Sciences Hospital ,0.0,0.0,4,6,2,4,1,5,6,1,"['2025-10-31', '2025-11-10']"
Lions Club Blood Bank,17.057571,79.262029,5,5,6,6,2,4,6,5,"['2025-11-06', '2025-11-10']"
"Indian Red Cross Society ,RCH-II",17.141493,79.606681,1,6,6,2,4,5,6,5,"['2025-11-07', '2025-11-21']"
Sai Prasad Orthopedic Hospital,17.135315,79.633367,1,3,1,6,2,3,1,3,"['2025-11-02', '2025-11-10']"
Indian Red Cross Society,18.322975,78.337899,5,1,2,6,1,5,5,4,"['2025-10-25', '2025-11-22']"
V.T.Thakur Memorial Rotary,18.323995,78.334305,1,6,4,6,1,6,4,6,"['2025-10-28', '2025-11-14']"
The Government District Headquarters Hospital ,18.675665,78.099084,6,3,3,1,6,1,6,4,"['2025-11-07', '2025-11-11']"
Indian Red Cross Society,18.672505,78.094087,5,4,4,1,2,6,2,5,"['2025-10-27', '2025-11-09']"
Perali Narasaiah Memorial Charitable Trust ,18.674236,78.10156,2,1,4,3,1,2,6,3,"['2025-10-28', '2025-11-13']"
S.B.Voluntary Blood Bank,18.673955,78.102653,2,3,4,3,6,3,6,6,"['2025-10-27', '2025-11-19']"
M.M.Voluntary Blood Bank,0.0,0.0,5,6,5,5,1,3,2,5,"['2025-10-25', '2025-11-21']"
BBR Multispeciality Hospital Blood Bank,17.464246,78.457112,5,5,5,2,4,5,1,4,"['2025-10-30', '2025-11-18']"
Janani Voluntary Blood Bank,17.491139,78.398166,5,2,4,6,6,2,4,3,"['2025-11-04', '2025-11-11']"
Life Voluntary Blood Bank,17.492862,78.39781,5,6,6,6,6,3,5,6,"['2025-10-25', '2025-11-23']"
Ozone Institute of Medical Sciences Hospital Blood Bank,17.36107,78.549759,5,4,1,2,5,2,6,2,"['2025-11-02', '2025-11-20']"
Rajyalakshmi Charitable Trust Blood Bank (A Unit of Rajyalakshmi Charitable Trust),17.367454,78.530729,1,6,6,5,1,6,1,6,"['2025-11-06', '2025-11-16']"
Kamineni Hospitals Private Limited Blood Bank,0.0,0.0,3,6,5,1,5,1,6,3,"['2025-10-28', '2025-11-13']"
Continental Hospital Blood Bank,17.417886,78.339922,2,3,6,5,5,4,5,5,"['2025-11-06', '2025-11-11']"
Asian Blood Bank of Asian Health Foundation,0.0,0.0,1,1,4,6,2,3,4,2,"['2025-11-05', '2025-11-13']"
ADRM Hospital and Blood Bank,17.398478,78.536069,5,3,1,6,5,2,3,3,"['2025-11-03', '2025-11-19']"
Narayana Hrudayalaya Mallareddy Hospital Blood Bank,17.544026,78.433044,4,1,1,2,6,1,2,3,"['2025-11-03', '2025-11-09']"
Ram Hospital Blood Bank,17.516138,78.447736,2,6,1,6,6,1,6,2,"['2025-11-02', '2025-11-20']"
Malla Reddy Medical College and Malla Reddy General Hospital Blood Bank,17.545201,78.432739,6,6,3,5,5,1,3,5,"['2025-11-05', '2025-11-11']"
Shadan Institute of Medical Sciences Teaching Hospital & Research Centre Blood Bank,0.0,0.0,1,1,3,1,6,5,3,5,"['2025-11-08', '2025-11-20']"
Aware Global Hospital Blood Bank,0.0,0.0,4,2,1,1,5,1,4,3,"['2025-10-26', '2025-11-20']"
Medicity Institute of Medical Sciences Blood Bank,0.0,0.0,2,1,4,6,5,4,1,3,"['2025-11-07', '2025-11-10']"
Usha Mullapudi Cardiac Centre,0.0,0.0,6,2,4,6,3,6,6,3,"['2025-11-03', '2025-11-21']"
Bhaskar Medical College and General Hospital Blood Bank,0.0,0.0,2,2,6,3,5,4,4,2,"['2025-11-06', '2025-11-11']"
Dr. V. R. K. Womens college and general Hospital Blood Bank,0.0,0.0,6,3,6,5,3,4,6,4,"['2025-10-25', '2025-11-22']"
SLMS Hospital Blood Bank,17.376463,78.557369,4,1,3,1,2,3,6,1,"['2025-11-08', '2025-11-12']"
Ayaan Institute of Medical Sciences (AIMS),0.0,0.0,5,6,4,5,4,3,4,3,"['2025-10-25', '2025-11-14']"
Citizens Hospital Blood Bank,17.470667,78.311308,2,2,2,1,4,2,2,1,"['2025-11-02', '2025-11-16']"
Indian Red Cross Society Blood Bank,17.33643,77.904848,1,5,4,1,4,2,2,4,"['2025-11-04', '2025-11-22']"
"Indian Red Cross Society, Blood Bank",18.005635,79.557155,5,3,4,1,4,6,2,4,"['2025-10-31', '2025-11-19']"
Indian Red Cross Society Blood Bank RCH-II ( Jangaon),17.721054,79.160411,6,2,2,2,5,5,6,3,"['2025-10-28', '2025-11-09']"
Government Mahatma Gandhi Memorial Hospital Blood Bank,17.990313,79.592843,2,6,4,1,6,3,6,1,"['2025-11-05', '2025-11-10']"
Warangal Institute of Medical Sciences Blood Bank,0.0,0.0,1,1,4,1,3,1,5,5,"['2025-11-03', '2025-11-16']"
Saint Anns Hospital Blood Bank,17.981693,79.52627,3,2,3,2,4,2,3,2,"['2025-10-25', '2025-11-09']"
Singareni Collieries Company Limited Area Hospital Blood Bank,18.400965,79.852782,6,4,6,1,5,5,4,6,"['2025-10-26', '2025-11-21']"
Mother Voluntary Blood Bank,18.000637,79.585628,1,6,2,3,4,3,3,4,"['2025-10-26', '2025-11-18']"
Kakatiya Voluntary Blood Bank (A Unit of Life Care Medical and Educational Society),18.003153,79.579693,1,4,3,3,6,6,4,5,"['2025-11-05', '2025-11-22']"
Bimal Singha Memorial Hospital Blood Bank,24.196139,91.831476,1,6,1,3,6,4,4,5,"['2025-10-31', '2025-11-12']"
District Hospital Gomati Blood Bank,23.554399,91.455532,2,3,5,4,5,2,1,3,"['2025-10-31', '2025-11-17']"
District Hospital  Blood Bank Dharmanagar,24.234,92.09507,3,2,3,1,2,3,1,2,"['2025-11-05', '2025-11-15']"
R.G.M Hospital Blood Bank Unakoti ,24.304612,92.033366,4,4,2,6,6,4,1,1,"['2025-11-07', '2025-11-17']"
Indira Gandhi Memorial Hospital Blood Bank,23.8311,91.276015,5,3,5,1,1,6,3,2,"['2025-10-28', '2025-11-17']"
Tripura Medical College and Dr. B.R.A.M. Teaching Hospital Blood Bank,23.783323,91.25688,6,2,1,1,5,3,4,6,"['2025-11-03', '2025-11-22']"
ILS Hospital Blood Bank,23.867534,91.289606,5,3,5,2,3,6,4,2,"['2025-10-28', '2025-11-11']"
Agartala Govt. Medical College GBP Hospital Blood Bank,23.51648,91.17531,3,3,5,6,1,5,6,5,"['2025-10-31', '2025-11-12']"
Military Hospital,27.152822,77.999201,5,1,6,1,3,1,5,4,"['2025-11-02', '2025-11-18']"
Samarpan Blood Bank,27.19704,77.997713,1,6,2,4,4,3,1,5,"['2025-11-04', '2025-11-13']"
District Hospital Blood Bank,27.17064,78.010456,3,1,4,1,5,3,5,3,"['2025-10-30', '2025-11-16']"
S.N. Medical College,27.188073,78.006357,1,4,4,3,2,1,6,2,"['2025-11-07', '2025-11-11']"
Agra City Blood Bank,27.179146,78.002405,2,2,4,3,6,3,3,4,"['2025-11-04', '2025-11-20']"
Goyal Jan Suvidha Charitable Blood Bank,27.198683,78.003769,3,6,1,1,5,2,1,3,"['2025-11-03', '2025-11-09']"
Life Line Charitable Blood Bank,28.33669,79.420104,6,2,3,1,1,6,5,2,"['2025-10-29', '2025-11-20']"
Pushpanjali Hospital and Research Centre Private limited,27.198608,77.995402,4,4,6,2,2,5,5,3,"['2025-11-01', '2025-11-14']"
Sanjeevani Charitable Blood Bank ,27.204177,78.003361,2,1,3,3,4,5,4,1,"['2025-10-30', '2025-11-20']"
Lions Agra Mahan Charitable Blood Bank (Suspande),0.0,0.0,6,1,1,5,5,3,3,1,"['2025-11-08', '2025-11-20']"
 Lokhitam Blood Bank,27.215043,78.02117,5,6,1,5,3,3,6,4,"['2025-11-07', '2025-11-09']"
G.R. Hospital and Research Centre Private limited,27.12969,78.052565,4,2,5,2,3,3,1,5,"['2025-11-04', '2025-11-19']"
Pushpa Maa Samaj Charitable Blood bank,27.21103,77.989507,6,5,1,1,1,2,1,5,"['2025-11-01', '2025-11-18']"
Sri Jagdamba Charitable Blood Bank and Component,27.203435,78.046861,6,1,2,4,3,1,5,6,"['2025-11-06', '2025-11-20']"
Manav Seva Charitable Blood Bank,0.0,0.0,6,6,2,6,5,3,3,2,"['2025-10-30', '2025-11-20']"
Moolchand Medicity Blood Bank,0.0,0.0,1,3,4,3,6,6,4,2,"['2025-10-26', '2025-11-10']"
Amrit Charitable Blood Bank,0.0,0.0,2,1,3,2,3,6,6,2,"['2025-10-26', '2025-11-20']"
Om Charitable Blood Bank ,0.0,0.0,1,1,3,4,6,1,2,4,"['2025-10-26', '2025-11-13']"
"Malkhan Singh, District Hospital Blood Bank",27.889079,78.071255,6,5,2,5,6,4,4,1,"['2025-10-30', '2025-11-22']"
Har Prasad Blood Bank,0.0,0.0,1,5,4,4,3,3,4,1,"['2025-11-01', '2025-11-15']"
J.N. Medical College Blood Bank,27.918377,78.088725,1,5,1,6,6,6,5,1,"['2025-11-07', '2025-11-21']"
Dev Hospital Blood Bank,27.616404,78.055196,1,2,2,5,5,6,6,1,"['2025-11-01', '2025-11-21']"
Jeevan Jyoti Blood Bank,0.0,0.0,3,2,1,5,6,2,3,4,"['2025-10-28', '2025-11-09']"
"Jeevan Sanjeevan Blood Bank, Jeevan Hospital",27.882584,78.082163,1,2,3,3,3,1,6,1,"['2025-11-08', '2025-11-09']"
Life Care Charibable Blood Bank,0.0,0.0,3,6,2,1,1,1,5,4,"['2025-11-07', '2025-11-22']"
Shanti Nursing Home Blood Bank,0.0,0.0,4,2,2,4,4,1,3,6,"['2025-11-07', '2025-11-23']"
"S.R.N. Hospital, M.L. N. Medical College",25.456005,81.852791,2,1,5,1,4,1,3,3,"['2025-10-26', '2025-11-21']"
Military Hospital Blood Bank,25.46047,81.814778,5,5,1,5,6,3,5,4,"['2025-10-30', '2025-11-18']"
Moti Lal Nehru District Hospital Blood Bank,25.439232,81.8286,2,5,1,4,5,6,3,1,"['2025-10-25', '2025-11-16']"
S.M. Medicare Private Limited Blood Bank,0.0,0.0,3,3,6,4,1,1,3,5,"['2025-10-27', '2025-11-16']"
AMA (Allahabad Medical Association) Blood Bank,25.468205,81.844042,6,4,4,1,6,6,1,4,"['2025-10-25', '2025-11-13']"
Tejbahadur Sapru Hospital Blood Bank,0.0,0.0,3,5,1,2,3,4,5,6,"['2025-11-08', '2025-11-12']"
Mahamaya Rajkiya Allopathic Medical College,26.509125,82.6139,3,4,1,1,5,1,3,3,"['2025-11-02', '2025-11-14']"
Jyotibaphule Combined District Hospital Blood Bank,0.0,0.0,4,3,1,3,3,2,4,1,"['2025-11-02', '2025-11-17']"
Venkateshwara Institute of Medical Sciences Blood Bank,0.0,0.0,3,5,3,6,3,3,4,4,"['2025-11-01', '2025-11-11']"
District Combined Hospital Blood Bank,0.0,0.0,1,1,4,3,6,2,3,5,"['2025-10-29', '2025-11-23']"
District Hospital Blood Bank,0.0,0.0,5,4,2,5,3,4,5,4,"['2025-11-06', '2025-11-11']"
Govt. Medical College & Super Facility Hospital Azamgarh,0.0,0.0,2,5,4,1,2,5,6,3,"['2025-10-25', '2025-11-19']"
District Hospital Blood Bank,0.0,0.0,2,6,2,3,5,3,1,3,"['2025-11-05', '2025-11-22']"
Maha Mritunijaya Hospital Lord Budha Medical College Blood Bank,0.0,0.0,1,1,1,6,6,1,5,5,"['2025-10-27', '2025-11-14']"
District Combined Hospital Blood Bank,28.946386,77.21707,5,5,3,6,5,1,1,5,"['2025-11-01', '2025-11-22']"
"M/s Astha Blood Bank and Components, Astha Multispeciality Hospital",0.0,0.0,2,5,6,2,5,3,4,3,"['2025-11-03', '2025-11-09']"
District Hospital Blood Bank,27.572408,81.605903,2,6,6,4,1,1,4,1,"['2025-10-30', '2025-11-09']"
District Hospital Blood Bank,25.750805,84.147468,6,1,4,6,4,5,4,5,"['2025-11-06', '2025-11-11']"
Combined District Hospital Blood Bank,27.409812,82.192775,5,2,6,5,6,4,6,5,"['2025-10-28', '2025-11-10']"
District Hospital Blood Bank,25.48931,80.334888,3,3,2,5,6,2,6,3,"['2025-10-28', '2025-11-16']"
District Hospital Blood Bank,0.0,0.0,1,5,1,4,3,3,1,4,"['2025-11-04', '2025-11-14']"
Hind Institute of Medical Sciences,26.906812,81.122637,1,1,1,4,6,2,2,3,"['2025-10-25', '2025-11-16']"
Mayo Institute of Medical Sciences Blood Bank,26.909607,81.141778,6,2,6,1,3,2,5,2,"['2025-10-28', '2025-11-14']"
Military Hospital Blood Bank,28.332012,79.426081,5,4,2,1,5,6,4,2,"['2025-11-04', '2025-11-20']"
District Hospital Blood Bank,28.361399,79.416409,5,6,6,6,5,2,3,5,"['2025-11-06', '2025-11-20']"
Ganga Sheel Charitable Trust Blood Bank,28.347944,79.426794,5,5,4,5,1,2,2,6,"['2025-10-31', '2025-11-16']"
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,28.481101,79.443201,5,3,5,1,6,6,1,3,"['2025-10-28', '2025-11-15']"
Keshav Madho Blood Bank and Pathology,0.0,0.0,4,3,5,5,4,2,4,4,"['2025-10-27', '2025-11-11']"
Ruhelkhand Medical College and Hospital Blood Bank,28.380191,79.462087,1,2,1,6,1,2,6,2,"['2025-10-26', '2025-11-09']"
Clara Swain Mission Hospital Blood Bank,28.349627,79.415881,2,2,1,5,2,2,2,6,"['2025-10-25', '2025-11-18']"
IMA Blood Bank,28.346917,79.424735,2,3,6,4,3,6,3,1,"['2025-10-25', '2025-11-18']"
IMA Blood Bank,28.346917,79.424734,4,6,6,1,1,6,2,6,"['2025-10-30', '2025-11-20']"
Rajshree Medical Research Institute,28.48308,79.285312,1,4,3,6,4,5,3,6,"['2025-10-28', '2025-11-09']"
District Hospital Blood Bank,26.800773,82.759197,6,5,2,1,2,6,6,1,"['2025-11-01', '2025-11-19']"
M/s Sewa Blood Bank,26.7800781,82.76441135,2,3,6,6,2,1,3,3,"['2025-11-08', '2025-11-16']"
OPEC Hospital Blood Bank,26.779101,82.762356,3,4,5,4,6,4,5,4,"['2025-10-25', '2025-11-18']"
District Hospital Blood Bank,29.384974,78.136521,2,4,2,2,2,1,6,2,"['2025-10-25', '2025-11-10']"
Sarvodaya Jankalyan Samati,26.005074,81.044749,2,3,3,5,4,2,3,2,"['2025-11-04', '2025-11-10']"
Shubham Sarvam Charitable Blood Bank,0.0,0.0,1,2,6,2,5,5,4,6,"['2025-10-31', '2025-11-11']"
District Hospital Blood Bank,28.027732,79.126275,3,5,3,2,2,3,3,3,"['2025-10-27', '2025-11-10']"
Wadhwa Blood Bank,0.0,0.0,1,5,3,3,4,5,5,2,"['2025-11-01', '2025-11-16']"
Babu Banarasi Das District Hospital Blood Bank,28.728373,77.468591,1,5,2,6,6,3,4,3,"['2025-10-31', '2025-11-10']"
NAPS (Narora Atomic Power Station) Hospital Blood Bank,28.205915,78.379131,5,4,5,5,1,5,2,2,"['2025-11-03', '2025-11-14']"
Pt. Kamlapati District Combined Hospital,0.0,0.0,1,2,1,5,3,2,2,3,"['2025-10-25', '2025-11-20']"
Combined District Hospital Blood Bank,25.196167,80.914609,4,6,4,1,4,2,5,5,"['2025-10-26', '2025-11-09']"
District Hospital Blood Bank,26.495682,83.781488,4,3,6,1,3,5,2,2,"['2025-11-02', '2025-11-19']"
District Hospital Blood Bank,0.0,0.0,3,6,4,6,4,2,6,3,"['2025-10-26', '2025-11-17']"
Dr. Bhimrao Ambedkar Combined Hospital (District Hospital),26.787903,79.005523,4,5,3,3,3,3,5,2,"['2025-11-08', '2025-11-09']"
Rural Institute of Medical Sciences and Research,26.96145,78.962055,5,6,6,2,6,3,3,2,"['2025-10-27', '2025-11-18']"
Achintya Charitable,0.0,0.0,1,1,2,6,6,1,6,5,"['2025-10-29', '2025-11-21']"
District Hospital Blood Bank,26.777679,82.141614,5,1,4,5,1,2,2,5,"['2025-11-06', '2025-11-11']"
Chandan Diagnostics Center and Blood Bank,26.774399,82.143734,3,1,6,5,6,6,3,4,"['2025-10-26', '2025-11-18']"
The Care Hospital Blood Bank,0.0,0.0,4,3,1,2,1,5,3,2,"['2025-11-02', '2025-11-18']"
Dr. Ram Manohar Lohiya Joint Hospital,0.0,0.0,4,1,2,6,5,5,6,1,"['2025-10-28', '2025-11-22']"
District Hospital Blood Bank,0.0,0.0,4,2,2,6,5,1,3,2,"['2025-11-08', '2025-11-20']"
District Hospital Blood Bank,25.936333,80.813799,6,3,6,3,4,6,6,3,"['2025-11-06', '2025-11-19']"
Shyam Nursing Home and Blood Bank,25.930647,80.800955,2,5,2,5,4,3,3,2,"['2025-10-27', '2025-11-15']"
"SNM, District Hospital Blood Bank",27.157627,78.389439,4,3,5,2,3,3,6,2,"['2025-11-06', '2025-11-15']"
Jeevan Dhara Blood Bank,27.160557,78.398609,5,2,4,1,4,2,5,5,"['2025-11-06', '2025-11-11']"
Dr. M.C. Agrawal Hospital and Research Centre Private limited,27.159652,78.403521,5,1,6,6,6,2,5,2,"['2025-11-02', '2025-11-23']"
F.H. Hospital Blood Bank,27.230412,78.212065,6,4,6,2,2,5,3,2,"['2025-11-05', '2025-11-12']"
Sevarth Sansthan Blood Bank,27.23053,78.21226,4,4,3,3,5,5,5,2,"['2025-10-28', '2025-11-18']"
Naveen Hospital,28.477615,77.518568,5,5,3,1,6,2,1,5,"['2025-11-07', '2025-11-14']"
International Hospital Private Limited Blood Bank,0.0,0.0,2,1,3,3,2,4,1,6,"['2025-10-31', '2025-11-17']"
Noida Charitable Blood Bank,0.0,0.0,4,1,3,1,2,3,4,3,"['2025-11-03', '2025-11-22']"
Sharda Hospital Blood Bank,28.474444,77.4827,6,5,2,6,1,3,3,1,"['2025-10-27', '2025-11-19']"
Kailash Hospital Llimited,28.577474,77.331606,5,3,5,2,3,6,1,1,"['2025-11-04', '2025-11-13']"
Shri Krishna Life Line Hospital Blood Bank ,28.460872,77.532452,1,3,5,6,1,6,3,5,"['2025-11-02', '2025-11-11']"
Kailash Hospital and Heart Institute ,28.577472,77.331603,6,5,5,5,1,6,2,5,"['2025-11-03', '2025-11-11']"
Metro Hospital and Heart Institute,28.597462,77.338017,1,6,2,3,3,4,2,6,"['2025-11-08', '2025-11-11']"
Prayag Hospital and Research Centre,28.563602,77.365447,4,4,2,1,4,4,4,2,"['2025-11-05', '2025-11-16']"
Prakash Hospital Blood Bank,28.58564,77.34952,1,5,1,4,2,5,4,5,"['2025-10-29', '2025-11-10']"
Rotary Noida Research and Social Welfare Trust Blood Bank,28.576931,77.339491,4,5,2,2,1,2,4,1,"['2025-10-27', '2025-11-09']"
Dr. Bhimrao Ambedkar Multi Specialty Hospital Blood Bank,28.576565,77.33745,4,5,2,2,1,4,3,4,"['2025-11-02', '2025-11-12']"
Yatharth Wellness Super Speciality Hospital and Heart Care Blood Bank,28.532064,77.384568,4,2,3,1,2,6,1,6,"['2025-11-04', '2025-11-10']"
Jaypee Hospital Blood Bank,28.515258,77.371495,4,5,5,2,4,5,5,4,"['2025-10-25', '2025-11-17']"
Modern Pathology and Blood Bank,0.0,0.0,1,3,3,4,6,1,1,1,"['2025-11-08', '2025-11-17']"
Santosh Medical and Dental College,28.670024,77.432342,2,4,5,3,1,1,6,3,"['2025-11-07', '2025-11-15']"
"MMG, District Hospital Blood Bank",28.662528,77.42361,4,3,1,2,3,6,1,6,"['2025-11-06', '2025-11-14']"
Yashoda Hospital and Research,28.66037,77.442026,2,3,2,3,1,1,5,1,"['2025-11-05', '2025-11-13']"
Life Line Blood Bank,28.669238,77.440304,5,5,1,6,3,2,2,5,"['2025-11-07', '2025-11-18']"
"Yashoda Hospital and Research Centre Limited, Kaushambi",28.659996,77.438403,5,4,3,5,5,2,4,5,"['2025-11-03', '2025-11-13']"
Lok Priya Hospital Blood Bank,28.968368,77.730589,1,4,2,1,6,2,4,5,"['2025-10-31', '2025-11-18']"
"Pushpanjali Crossley Hospital (Max Superspeciality Hospital, Vaishali)",28.634769,77.333007,5,4,6,3,4,3,5,1,"['2025-10-30', '2025-11-16']"
M/s Shanti Gopal Hospital Blood Bank,28.641918,77.379325,3,1,3,5,6,5,5,4,"['2025-11-07', '2025-11-10']"
Divya Joyati Institute Of Medical Science & Research,28.830657,77.570159,3,1,6,6,2,5,6,1,"['2025-11-08', '2025-11-16']"
Family Health Care Hospital Blood Bank,28.652652,77.360171,2,1,1,3,6,1,2,4,"['2025-10-27', '2025-11-22']"
Atlanta Mediworld Multispeciality Hospital,28.657847,77.360777,3,5,4,6,4,4,5,5,"['2025-10-25', '2025-11-21']"
Idst Mayo Hospital Blood Bank,0.0,0.0,1,6,2,4,4,1,2,4,"['2025-11-03', '2025-11-15']"
Bhagwan Buddha Charitable Blood Bank,0.0,0.0,2,4,6,4,3,3,6,6,"['2025-11-01', '2025-11-13']"
Dev Nandani Hospital Blood Bank,28.728814,77.792219,2,2,2,5,5,3,1,4,"['2025-10-25', '2025-11-10']"
Rama Medical College and Research Centre Blood Bank ,28.69787,77.607979,6,5,5,3,6,2,4,6,"['2025-10-30', '2025-11-15']"
Narinder Mohan Hospital and Heart Centre,28.666671,77.439269,2,2,2,4,2,5,6,5,"['2025-10-31', '2025-11-14']"
District Hospital Blood Bank,25.582008,83.582114,6,4,5,4,5,3,2,3,"['2025-10-25', '2025-11-10']"
District Hospital Blood Bank,27.409813,82.192774,3,6,5,3,5,6,5,6,"['2025-11-06', '2025-11-14']"
S.M. Medicare Private Limited,0.0,0.0,1,3,1,1,3,4,2,3,"['2025-10-28', '2025-11-21']"
City Blood Bank,26.753844,83.364532,6,1,1,4,1,6,3,4,"['2025-10-31', '2025-11-11']"
Air Force Hospital Blood Bank,26.759066,83.420833,6,1,3,1,2,1,6,5,"['2025-10-28', '2025-11-10']"
District Hospital Blood Bank,0.0,0.0,4,1,4,1,3,5,6,3,"['2025-11-03', '2025-11-20']"
Nehru Hospital and B.R.D. Medical College,26.813424,83.400296,3,1,5,4,3,3,4,3,"['2025-10-28', '2025-11-15']"
Guru Shri Gorakhnath Chikitsalaya Blood Bank,26.776322,83.357794,4,6,4,4,4,5,3,5,"['2025-10-25', '2025-11-22']"
Fatima Hospital Blood Bank,26.787217,83.400142,6,6,4,5,1,5,3,6,"['2025-10-28', '2025-11-12']"
Savitri Blood Bank and Component Centre,26.758493,83.364814,5,4,2,3,5,6,3,5,"['2025-10-26', '2025-11-20']"
Shree Lakhan Sewa Kailashi Chairitable Blood Bank,0.0,0.0,3,2,6,2,6,4,4,3,"['2025-11-05', '2025-11-15']"
District Hospital Blood Bank,0.0,0.0,3,5,5,6,4,6,2,5,"['2025-10-30', '2025-11-20']"
Saraswathi Institute of Medical Science,28.713701,77.692994,5,5,1,5,2,6,5,6,"['2025-11-06', '2025-11-11']"
G S Medical College & Hospital  Blood Bank,0.0,0.0,3,5,2,2,4,1,2,1,"['2025-11-05', '2025-11-17']"
District Hospital Blood Bank,27.395757,80.134659,2,2,2,1,6,2,1,2,"['2025-11-01', '2025-11-16']"
Bagla Combined District Hospital Blood Bank,27.599857,78.049858,3,2,3,4,5,4,2,2,"['2025-11-06', '2025-11-15']"
Government Medical College and Hospital Blood Bank,25.999845,79.473401,5,6,2,1,6,1,3,2,"['2025-11-04', '2025-11-18']"
District Hospital Blood Bank,25.759674,82.696747,5,5,2,2,4,4,6,2,"['2025-11-05', '2025-11-14']"
M/s Isha Hospital Blood Bank,25.733137,82.672548,5,3,1,5,1,1,3,3,"['2025-11-03', '2025-11-10']"
Krishna Hart Care & Maternity Home,0.0,0.0,6,4,3,1,5,4,2,5,"['2025-11-02', '2025-11-16']"
Sant Diagnostic Centre and Blood Bank,25.45845516,78.61560658,4,6,1,5,4,3,1,5,"['2025-11-08', '2025-11-16']"
MLB Medical College and Hospital,25.459045,78.615934,5,1,6,6,4,5,2,2,"['2025-11-05', '2025-11-20']"
District Hospital Blood Bank,25.457843,78.57868,3,1,2,3,1,2,2,4,"['2025-11-06', '2025-11-12']"
St. Judes Hospital Blood Bank,25.462874,78.547451,5,1,2,4,4,6,6,2,"['2025-10-31', '2025-11-21']"
"Life Line Blood Bank, Military Hospital",0.0,0.0,6,1,2,6,1,5,1,5,"['2025-11-07', '2025-11-14']"
Gaurav Diagnostic Center and Blood Bank,0.0,0.0,4,1,3,2,6,3,3,3,"['2025-11-01', '2025-11-19']"
Nirmal Hospital Blood Bank,25.460278,78.617827,4,1,5,5,3,6,6,4,"['2025-10-29', '2025-11-21']"
Parakh Voluntary Blood Bank ,25.458336,78.616978,4,1,6,1,2,4,2,6,"['2025-11-05', '2025-11-09']"
Combined District Hospital Blood Bank,27.118091,79.712484,3,4,3,5,5,2,2,4,"['2025-10-26', '2025-11-21']"
B.S.D.B.A. Government Medical College and Hospital,26.963334,79.792236,4,3,4,2,2,5,1,1,"['2025-11-05', '2025-11-14']"
Combined District Hospital (M) Blood Bank,26.380489,26.380489,5,4,5,2,3,5,3,1,"['2025-11-01', '2025-11-12']"
Mariampur Hospital and Blood Bank,26.465207,80.305556,6,2,5,5,3,1,4,5,"['2025-11-08', '2025-11-11']"
Life Line Blood Bank,26.479559,80.299895,1,2,4,6,4,6,4,1,"['2025-10-25', '2025-11-20']"
Regency Hospital Limited,26.479223,80.316263,1,5,3,5,6,4,4,6,"['2025-11-01', '2025-11-20']"
GSVM Medical College Blood Bank,26.481102,80.307684,4,5,5,1,5,6,3,1,"['2025-11-06', '2025-11-09']"
Sanjeevani Blood Bank,26.486118,80.290276,2,4,6,3,1,2,1,4,"['2025-11-06', '2025-11-23']"
